data_year,report_id,metric,dim_value_canon,scope,facts_value,verify_value,durum,not
2010,2024,total_deal_size,,all,20000000.0,,UNREADABLE,görsel okuma kaydı yok
2011,2024,total_deal_size,,all,60000000.0,,UNREADABLE,görsel okuma kaydı yok
2012,2024,total_deal_size,,all,33000000.0,,UNREADABLE,görsel okuma kaydı yok
2013,2024,total_deal_size,,all,79000000.0,,UNREADABLE,görsel okuma kaydı yok
2014,2024,total_deal_size,,all,37000000.0,,UNREADABLE,görsel okuma kaydı yok
2015,2024,total_deal_size,,all,70000000.0,,UNREADABLE,görsel okuma kaydı yok
2016,2024,total_deal_size,,all,58000000.0,,UNREADABLE,görsel okuma kaydı yok
2017,2024,total_deal_size,,all,116000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2024,total_deal_size,,all,84000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2024,total_deal_size,,all,103000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2024,total_deal_size,,all,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2024,total_deal_size,,all,1900000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2024,total_deal_size,,all,1400000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2024,total_deal_size,,all,736000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2024,total_deal_size,,all,1100000000.0,,UNREADABLE,görsel okuma kaydı yok
2010,2024,total_deal_count,,all,13.0,,UNREADABLE,görsel okuma kaydı yok
2011,2024,total_deal_count,,all,28.0,,UNREADABLE,görsel okuma kaydı yok
2012,2024,total_deal_count,,all,31.0,,UNREADABLE,görsel okuma kaydı yok
2013,2024,total_deal_count,,all,77.0,,UNREADABLE,görsel okuma kaydı yok
2014,2024,total_deal_count,,all,67.0,,UNREADABLE,görsel okuma kaydı yok
2015,2024,total_deal_count,,all,100.0,,UNREADABLE,görsel okuma kaydı yok
2016,2024,total_deal_count,,all,156.0,,UNREADABLE,görsel okuma kaydı yok
2017,2024,total_deal_count,,all,186.0,,UNREADABLE,görsel okuma kaydı yok
2018,2024,total_deal_count,,all,139.0,,UNREADABLE,görsel okuma kaydı yok
2019,2024,total_deal_count,,all,132.0,,UNREADABLE,görsel okuma kaydı yok
2020,2024,total_deal_count,,all,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2024,total_deal_count,,all,343.0,,UNREADABLE,görsel okuma kaydı yok
2022,2024,total_deal_count,,all,354.0,,UNREADABLE,görsel okuma kaydı yok
2023,2024,total_deal_count,,all,358.0,,UNREADABLE,görsel okuma kaydı yok
2024,2024,total_deal_count,,all,469.0,,UNREADABLE,görsel okuma kaydı yok
2019,2024,total_deal_size,,ex_getir_bigg,65000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2024,total_deal_size,,ex_getir_bigg,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2024,total_deal_size,,ex_getir_bigg,912000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2024,total_deal_size,,ex_getir_bigg,591000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2024,total_deal_size,,ex_getir_bigg,236000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2024,total_deal_size,,ex_getir_bigg,804000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2024,total_deal_count,,ex_getir_bigg,131.0,,UNREADABLE,görsel okuma kaydı yok
2020,2024,total_deal_count,,ex_getir_bigg,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2024,total_deal_count,,ex_getir_bigg,340.0,,UNREADABLE,görsel okuma kaydı yok
2022,2024,total_deal_count,,ex_getir_bigg,353.0,,UNREADABLE,görsel okuma kaydı yok
2023,2024,total_deal_count,,ex_getir_bigg,357.0,,UNREADABLE,görsel okuma kaydı yok
2024,2024,total_deal_count,,ex_getir_bigg,237.0,,UNREADABLE,görsel okuma kaydı yok
2015,2025,total_deal_size,,all,70000000.0,,UNREADABLE,görsel okuma kaydı yok
2016,2025,total_deal_size,,all,58000000.0,,UNREADABLE,görsel okuma kaydı yok
2017,2025,total_deal_size,,all,116000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2025,total_deal_size,,all,84000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2025,total_deal_size,,all,103000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2025,total_deal_size,,all,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2025,total_deal_size,,all,1900000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2025,total_deal_size,,all,1400000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2025,total_deal_size,,all,737000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2025,total_deal_size,,all,1100000000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2025,total_deal_size,,all,589000000.0,,UNREADABLE,görsel okuma kaydı yok
2015,2025,total_deal_count,,all,100.0,,UNREADABLE,görsel okuma kaydı yok
2016,2025,total_deal_count,,all,156.0,,UNREADABLE,görsel okuma kaydı yok
2017,2025,total_deal_count,,all,185.0,,UNREADABLE,görsel okuma kaydı yok
2018,2025,total_deal_count,,all,138.0,,UNREADABLE,görsel okuma kaydı yok
2019,2025,total_deal_count,,all,132.0,,UNREADABLE,görsel okuma kaydı yok
2020,2025,total_deal_count,,all,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2025,total_deal_count,,all,344.0,,UNREADABLE,görsel okuma kaydı yok
2022,2025,total_deal_count,,all,356.0,,UNREADABLE,görsel okuma kaydı yok
2023,2025,total_deal_count,,all,365.0,,UNREADABLE,görsel okuma kaydı yok
2024,2025,total_deal_count,,all,588.0,,UNREADABLE,görsel okuma kaydı yok
2025,2025,total_deal_count,,all,306.0,,UNREADABLE,görsel okuma kaydı yok
2015,2025,total_deal_size,,ex_getir_bigg,70000000.0,,UNREADABLE,görsel okuma kaydı yok
2016,2025,total_deal_size,,ex_getir_bigg,58000000.0,,UNREADABLE,görsel okuma kaydı yok
2017,2025,total_deal_size,,ex_getir_bigg,116000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2025,total_deal_size,,ex_getir_bigg,83000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2025,total_deal_size,,ex_getir_bigg,65000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2025,total_deal_size,,ex_getir_bigg,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2025,total_deal_size,,ex_getir_bigg,883000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2025,total_deal_size,,ex_getir_bigg,593000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2025,total_deal_size,,ex_getir_bigg,237000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2025,total_deal_size,,ex_getir_bigg,814000000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2025,total_deal_size,,ex_getir_bigg,586000000.0,,UNREADABLE,görsel okuma kaydı yok
2015,2025,total_deal_count,,ex_getir_bigg,99.0,,UNREADABLE,görsel okuma kaydı yok
2016,2025,total_deal_count,,ex_getir_bigg,156.0,,UNREADABLE,görsel okuma kaydı yok
2017,2025,total_deal_count,,ex_getir_bigg,185.0,,UNREADABLE,görsel okuma kaydı yok
2018,2025,total_deal_count,,ex_getir_bigg,137.0,,UNREADABLE,görsel okuma kaydı yok
2019,2025,total_deal_count,,ex_getir_bigg,131.0,,UNREADABLE,görsel okuma kaydı yok
2020,2025,total_deal_count,,ex_getir_bigg,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2025,total_deal_count,,ex_getir_bigg,341.0,,UNREADABLE,görsel okuma kaydı yok
2022,2025,total_deal_count,,ex_getir_bigg,355.0,,UNREADABLE,görsel okuma kaydı yok
2023,2025,total_deal_count,,ex_getir_bigg,364.0,,UNREADABLE,görsel okuma kaydı yok
2024,2025,total_deal_count,,ex_getir_bigg,252.0,,UNREADABLE,görsel okuma kaydı yok
2025,2025,total_deal_count,,ex_getir_bigg,202.0,,UNREADABLE,görsel okuma kaydı yok
2016,2026q2,total_deal_size,,all,58000000.0,,UNREADABLE,görsel okuma kaydı yok
2017,2026q2,total_deal_size,,all,116000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2026q2,total_deal_size,,all,84000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2026q2,total_deal_size,,all,103000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2026q2,total_deal_size,,all,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2026q2,total_deal_size,,all,1900000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2026q2,total_deal_size,,all,1400000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2026q2,total_deal_size,,all,738000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2026q2,total_deal_size,,all,1100000000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,total_deal_size,,all,609000000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,total_deal_size,,all,172000000.0,,UNREADABLE,görsel okuma kaydı yok
2016,2026q2,total_deal_count,,all,156.0,,UNREADABLE,görsel okuma kaydı yok
2017,2026q2,total_deal_count,,all,185.0,,UNREADABLE,görsel okuma kaydı yok
2018,2026q2,total_deal_count,,all,138.0,,UNREADABLE,görsel okuma kaydı yok
2019,2026q2,total_deal_count,,all,132.0,,UNREADABLE,görsel okuma kaydı yok
2020,2026q2,total_deal_count,,all,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2026q2,total_deal_count,,all,343.0,,UNREADABLE,görsel okuma kaydı yok
2022,2026q2,total_deal_count,,all,356.0,,UNREADABLE,görsel okuma kaydı yok
2023,2026q2,total_deal_count,,all,366.0,,UNREADABLE,görsel okuma kaydı yok
2024,2026q2,total_deal_count,,all,589.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,total_deal_count,,all,388.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,total_deal_count,,all,87.0,,UNREADABLE,görsel okuma kaydı yok
2016,2026q2,total_deal_size,,ex_getir_bigg,58000000.0,,UNREADABLE,görsel okuma kaydı yok
2017,2026q2,total_deal_size,,ex_getir_bigg,116000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2026q2,total_deal_size,,ex_getir_bigg,83000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2026q2,total_deal_size,,ex_getir_bigg,65000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2026q2,total_deal_size,,ex_getir_bigg,155000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2026q2,total_deal_size,,ex_getir_bigg,880000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2026q2,total_deal_size,,ex_getir_bigg,593000000.0,,UNREADABLE,görsel okuma kaydı yok
2023,2026q2,total_deal_size,,ex_getir_bigg,238000000.0,,UNREADABLE,görsel okuma kaydı yok
2024,2026q2,total_deal_size,,ex_getir_bigg,814000000.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,total_deal_size,,ex_getir_bigg,605000000.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,total_deal_size,,ex_getir_bigg,171000000.0,,UNREADABLE,görsel okuma kaydı yok
2016,2026q2,total_deal_count,,ex_getir_bigg,156.0,,UNREADABLE,görsel okuma kaydı yok
2017,2026q2,total_deal_count,,ex_getir_bigg,185.0,,UNREADABLE,görsel okuma kaydı yok
2018,2026q2,total_deal_count,,ex_getir_bigg,137.0,,UNREADABLE,görsel okuma kaydı yok
2019,2026q2,total_deal_count,,ex_getir_bigg,131.0,,UNREADABLE,görsel okuma kaydı yok
2020,2026q2,total_deal_count,,ex_getir_bigg,215.0,,UNREADABLE,görsel okuma kaydı yok
2021,2026q2,total_deal_count,,ex_getir_bigg,340.0,,UNREADABLE,görsel okuma kaydı yok
2022,2026q2,total_deal_count,,ex_getir_bigg,355.0,,UNREADABLE,görsel okuma kaydı yok
2023,2026q2,total_deal_count,,ex_getir_bigg,365.0,,UNREADABLE,görsel okuma kaydı yok
2024,2026q2,total_deal_count,,ex_getir_bigg,254.0,,UNREADABLE,görsel okuma kaydı yok
2025,2026q2,total_deal_count,,ex_getir_bigg,214.0,,UNREADABLE,görsel okuma kaydı yok
2026,2026q2,total_deal_count,,ex_getir_bigg,58.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,artificial_intelligence,all,5.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,biotech,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,ecommerce,all,7.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,fintech,all,10.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,foodtech,all,6.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,internet_of_things,all,5.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,marketingtech,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,marketplace,all,6.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,regtech,all,1.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,restaurant,all,5.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,retailtech,all,6.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,saas,all,10.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,smart_city,all,4.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_count,travel,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_size,artificial_intelligence,all,600000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_size,foodtech,all,1000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_size,internet_of_things,all,1300000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2018,funding_by_vertical_size,restaurant,all,1500000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,artificial_intelligence,all,11.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,deeptech,all,11.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,fintech,all,17.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,grocery_delivery,all,1.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,marketplace,all,10.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,mobility,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_count,saas,all,14.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,artificial_intelligence,all,5800000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,deeptech,all,3300000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,fintech,all,8400000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,grocery_delivery,all,38000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,marketplace,all,8400000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,mobility,all,8000000.0,,UNREADABLE,görsel okuma kaydı yok
2019,2019,funding_by_vertical_size,saas,all,8300000.000000001,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,artificial_intelligence,all,14.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,deeptech,all,13.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,ecommerce,all,7.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,edtech,all,9.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,fintech,all,16.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,gaming,all,12.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,grocery_delivery,all,1.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,healthtech,all,15.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,logistics,all,10.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,marketingtech,all,4.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,marketplace,all,12.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,on_demand_mobile,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,retailtech,all,8.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_count,saas,all,25.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,artificial_intelligence,all,39000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,deeptech,all,7000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,ecommerce,all,6000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,edtech,all,3000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,fintech,all,20000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,gaming,all,8000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,grocery_delivery,all,10000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,healthtech,all,22000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,logistics,all,2000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,marketingtech,all,32000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,marketplace,all,3000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,on_demand_mobile,all,11000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,retailtech,all,6000000.0,,UNREADABLE,görsel okuma kaydı yok
2020,2020,funding_by_vertical_size,saas,all,50000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,artificial_intelligence,all,35.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,blockchain,all,6.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,deeptech,all,31.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,fintech,all,29.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,gaming,all,52.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,grocery_delivery,all,4.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,healthtech,all,22.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_count,proptech,all,2.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,artificial_intelligence,all,18000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,blockchain,all,39000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,deeptech,all,28000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,fintech,all,64000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,gaming,all,265000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,grocery_delivery,all,984000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,healthtech,all,20000000.0,,UNREADABLE,görsel okuma kaydı yok
2021,2021,funding_by_vertical_size,proptech,all,66000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,artificial_intelligence,all,26.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,fintech,all,34.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,gaming,all,24.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,grocery_delivery,all,3.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,marketingtech,all,9.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,marketplace,all,24.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_count,saas,all,33.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,artificial_intelligence,all,151000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,fintech,all,90000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,gaming,all,362000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,grocery_delivery,all,768000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,marketingtech,all,125000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,marketplace,all,61000000.0,,UNREADABLE,görsel okuma kaydı yok
2022,2022,funding_by_vertical_size,saas,all,148000000.0,,UNREADABLE,görsel okuma kaydı yok
2018,2023,funding_by_vertical_count,artificial_intelligence,all,13.0,13,OK,
2018,2023,funding_by_vertical_count,climatetech,all,7.0,7,OK,
2018,2023,funding_by_vertical_count,deeptech,all,12.0,12,OK,
2018,2023,funding_by_vertical_count,ecommerce,all,8.0,8,OK,
2018,2023,funding_by_vertical_count,energy,all,6.0,6,OK,
2018,2023,funding_by_vertical_count,fintech,all,18.0,18,OK,
2018,2023,funding_by_vertical_count,gaming,all,8.0,8,OK,
2018,2023,funding_by_vertical_count,healthtech,all,8.0,8,OK,
2018,2023,funding_by_vertical_count,internet_of_things,all,10.0,10,OK,
2018,2023,funding_by_vertical_count,saas,all,17.0,17,OK,
2018,2023,funding_by_vertical_size,artificial_intelligence,all,9500000.0,$9.5M,OK,
2018,2023,funding_by_vertical_size,ecommerce,all,8100000.0,$8.1M,OK,
2018,2023,funding_by_vertical_size,energy,all,1600000.0,$1.6M,OK,
2018,2023,funding_by_vertical_size,fintech,all,16500000.0,$16.5M,OK,
2018,2023,funding_by_vertical_size,gaming,all,1800000.0,$1.8M,OK,
2018,2023,funding_by_vertical_size,grocery_delivery,all,1200000.0,$1.2M,OK,
2018,2023,funding_by_vertical_size,image_process,all,1100000.0,$1.1M,OK,
2018,2023,funding_by_vertical_size,restaurant,all,2200000.0,$2.2M,OK,
2018,2023,funding_by_vertical_size,retailtech,all,2700000.0,$2.7M,OK,
2018,2023,funding_by_vertical_size,saas,all,13100000.0,$13.1M,OK,
2019,2023,funding_by_vertical_count,artificial_intelligence,all,15.0,15,OK,
2019,2023,funding_by_vertical_count,climatetech,all,8.0,8,OK,
2019,2023,funding_by_vertical_count,deeptech,all,12.0,12,OK,
2019,2023,funding_by_vertical_count,ecommerce,all,6.0,6,OK,
2019,2023,funding_by_vertical_count,energy,all,5.0,5,OK,
2019,2023,funding_by_vertical_count,fintech,all,19.0,19,OK,
2019,2023,funding_by_vertical_count,gaming,all,6.0,6,OK,
2019,2023,funding_by_vertical_count,healthtech,all,7.0,7,OK,
2019,2023,funding_by_vertical_count,internet_of_things,all,4.0,4,OK,
2019,2023,funding_by_vertical_count,saas,all,17.0,17,OK,
2019,2023,funding_by_vertical_size,artificial_intelligence,all,5400000.0,$5.4M,OK,
2019,2023,funding_by_vertical_size,ecommerce,all,1400000.0,$1.4M,OK,
2019,2023,funding_by_vertical_size,energy,all,900000.0,$0.9M,OK,
2019,2023,funding_by_vertical_size,fintech,all,4300000.0,$4.3M,OK,
2019,2023,funding_by_vertical_size,gaming,all,8400000.0,$8.4M,OK,
2019,2023,funding_by_vertical_size,grocery_delivery,all,38100000.0,$38.1M,OK,
2019,2023,funding_by_vertical_size,image_process,all,1000000.0,$1M,OK,
2019,2023,funding_by_vertical_size,restaurant,all,2700000.0,$2.7M,OK,
2019,2023,funding_by_vertical_size,retailtech,all,2500000.0,$2.5M,OK,
2019,2023,funding_by_vertical_size,saas,all,5800000.0,$5.8M,OK,
2020,2023,funding_by_vertical_count,artificial_intelligence,all,19.0,19,OK,
2020,2023,funding_by_vertical_count,climatetech,all,8.0,8,OK,
2020,2023,funding_by_vertical_count,deeptech,all,17.0,17,OK,
2020,2023,funding_by_vertical_count,ecommerce,all,11.0,11,OK,
2020,2023,funding_by_vertical_count,energy,all,9.0,9,OK,
2020,2023,funding_by_vertical_count,fintech,all,25.0,25,OK,
2020,2023,funding_by_vertical_count,gaming,all,18.0,18,OK,
2020,2023,funding_by_vertical_count,healthtech,all,16.0,16,OK,
2020,2023,funding_by_vertical_count,internet_of_things,all,9.0,9,OK,
2020,2023,funding_by_vertical_count,saas,all,36.0,36,OK,
2020,2023,funding_by_vertical_size,artificial_intelligence,all,43300000.0,$43.3M,OK,
2020,2023,funding_by_vertical_size,ecommerce,all,8000000.0,$8M,OK,
2020,2023,funding_by_vertical_size,energy,all,2500000.0,$2.5M,OK,
2020,2023,funding_by_vertical_size,fintech,all,25900000.0,$25.9M,OK,
2020,2023,funding_by_vertical_size,gaming,all,14700000.0,$14.7M,OK,
2020,2023,funding_by_vertical_size,grocery_delivery,all,0.0,$0M,OK,
2020,2023,funding_by_vertical_size,image_process,all,2700000.0,$2.7M,OK,
2020,2023,funding_by_vertical_size,restaurant,all,4000000.0,$4M,OK,
2020,2023,funding_by_vertical_size,retailtech,all,8000000.0,$8M,OK,
2020,2023,funding_by_vertical_size,saas,all,54200000.0,$54.2M,OK,
2021,2023,funding_by_vertical_count,artificial_intelligence,all,39.0,39,OK,
2021,2023,funding_by_vertical_count,climatetech,all,21.0,21,OK,
2021,2023,funding_by_vertical_count,deeptech,all,33.0,33,OK,
2021,2023,funding_by_vertical_count,ecommerce,all,17.0,17,OK,
2021,2023,funding_by_vertical_count,energy,all,11.0,11,OK,
2021,2023,funding_by_vertical_count,fintech,all,40.0,40,OK,
2021,2023,funding_by_vertical_count,gaming,all,54.0,54,OK,
2021,2023,funding_by_vertical_count,healthtech,all,23.0,23,OK,
2021,2023,funding_by_vertical_count,internet_of_things,all,8.0,8,OK,
2021,2023,funding_by_vertical_count,saas,all,26.0,26,OK,
2021,2023,funding_by_vertical_size,artificial_intelligence,all,19100000.0,$19.1M,OK,
2021,2023,funding_by_vertical_size,ecommerce,all,29300000.0,$29.3M,OK,
2021,2023,funding_by_vertical_size,energy,all,4600000.0,$4.6M,OK,
2021,2023,funding_by_vertical_size,fintech,all,68900000.0,$68.9M,OK,
2021,2023,funding_by_vertical_size,gaming,all,520000000.0,$520M,OK,
2021,2023,funding_by_vertical_size,grocery_delivery,all,984400000.0,$984.4M,OK,
2021,2023,funding_by_vertical_size,image_process,all,7800000.0,$7.8M,OK,
2021,2023,funding_by_vertical_size,restaurant,all,7200000.0,$7.2M,OK,
2021,2023,funding_by_vertical_size,retailtech,all,5900000.0,$5.9M,OK,
2021,2023,funding_by_vertical_size,saas,all,9700000.0,$9.7M,OK,
2022,2023,funding_by_vertical_count,artificial_intelligence,all,31.0,31,OK,
2022,2023,funding_by_vertical_count,climatetech,all,22.0,22,OK,
2022,2023,funding_by_vertical_count,deeptech,all,21.0,21,OK,
2022,2023,funding_by_vertical_count,ecommerce,all,18.0,18,OK,
2022,2023,funding_by_vertical_count,energy,all,13.0,13,OK,
2022,2023,funding_by_vertical_count,fintech,all,37.0,37,OK,
2022,2023,funding_by_vertical_count,gaming,all,27.0,27,OK,
